OPT_Code,Name,Affiliation,Site_Type,Street_Address,Zip,Longitude,Latitude
2740,BOROUGH OF MANHATTAN COMM COLL,Public,Office,199 CHAMBERS STREET,10007,-74.012063,40.716903
2744,CITY KNOLL MIDDLE SCHOOL,Public,School,425 WEST 33RD STREET,10001,-73.99764,40.753091
2748,GRACE CHURCH SCHOOL,Christian,School,86 4TH AVENUE,10003,-73.990406,40.731678
2750,THE FAMILY SCHOOL,Nonsectarian,School,323 EAST 47TH STREET,10017,-73.969175,40.752785
2751,RAMAZ LOWER SCHOOL,Yeshiva,School,125 EAST 85TH STREET,10028,-73.956677,40.779161
2753,PHILOSOPHY DAY SCHOOL,Nonsectarian,School,12 EAST 79 ST,10021,-73.96314,40.776658
2756,MARYMOUNT SCHOOL OF NY,Parochial,School,1026 5TH AVENUE,10028,-73.961426,40.779975
2760,EPIPHANY LOWER SCHOOL,Parochial,School,234 EAST 22ND STREET,10010,-73.982812,40.737723
2761,P094M @ PS 126 CHINATOWN YMCA,Public,School,80 CATHERINE STREET,10038,-73.996841,40.711174
2764,RAMAZ UPPER SCHOOL,Yeshiva,School,60 EAST 78TH STREET,10021,-73.962032,40.775291
2765,OUR LADY OF POMPEI SCH,Parochial,School,240 BLEECKER STREET,10014,-74.002746,40.730584
2770,CATHEDRAL ELEMENTARY SCH,Nonsectarian,School,319 EAST 74TH STREET,10021,-73.956711,40.769925
2771,ST BERNARD'S SCH INC,Nonsectarian,School,4 EAST 98TH STREET,10029,-73.954583,40.78901
2773,CORLEARS SCHOOL,Nonsectarian,School,324 WEST 15TH STREET,10011,-74.002982,40.740752
2775,ST DAVID'S SCHOOL,Parochial,School,12 EAST 89TH STREET,10128,-73.958451,40.783136
2776,ST IGNATIUS LOYOLA SCH,Parochial,School,48 EAST 84 STREET,10028,-73.959362,40.779271
2777,THE BLUE SCHOOL,Nonsectarian,School,241 WATER STREET,10038,-74.002347,40.707949
2778,ST JOSEPH OF YORKVILLE,Parochial,School,420 EAST 87TH STREET,10128,-73.948282,40.777204
2779,ST JEAN BAPTISTE HS,Parochial,School,173 EAST 75TH STREET,10021,-73.959849,40.772075
2780,ST LUKES SCHOOL,Christian,School,487 HUDSON STREET,10014,-74.006599,40.732529
2783,ST VINCENT FERRER HS,Parochial,School,151 EAST 65TH STREET,10021,-73.964911,40.765856
2785,EPIPHANY UPPER SCHOOL,Parochial,School,141 EAST 28 STREET,10016,-73.982002,40.742552
2787,OFFICE OF ASSESSMENT,Public,Office,52 CHAMBERS STREET  ROOM 309,10007,-74.005623,40.713747
2789,MANHATTAN COUNTRY SCHOOL,Nonsectarian,School,150 West 85th Street,10025,-73.974119,40.786407
2790,OFF OF EARLY CHILDHOOD EDUC,Public,Office,52 CHAMBERS STREET  ROOM 413,10007,-74.005623,40.713747
2791,CATHEDRAL HS,Parochial,School,350 EAST 56TH STREET,10022,-73.964651,40.758061
2793,DOMINICAN ACADEMY,Parochial,School,44 EAST 68TH STREET,10021,-73.966923,40.768964
2795,ALC @ BOWLING GREEN,Public,School,50 BROADWAY 12TH FLOOR,10004,-74.012675,40.706407
2798,Off. of Senior Dep Chancellor,Public,Office,52 CHAMBERS ST  ROOM 320,10007,-74.005623,40.713747
2799,P094M @ PS 281,Public,School,425 EAST 35TH STREET,10016,-73.972541,40.744347
2801,OFFICE OF POLICY RESEARCH,Public,Office,52 CHAMBERS STREET   ROOM 309,10007,-74.005623,40.713747
2802,CFN # 106,Public,Office,333 7TH AVENUE   ROOM 707,10001,-73.992951,40.747621
2806,P035M @RIVERVIEW SCH@BELLEVUE,Public,School,462 FIRST AV,10016,-73.976536,40.739461
2808,FRIENDS SEMINARY SCH,Christian,School,222 EAST 16TH STREET,10003,-73.985836,40.734362
2809,HEWITT SCHOOL,Nonsectarian,School,45 EAST 75TH STREET,10021,-73.963477,40.773605
2811,P094M @ PS 397,Public,School,12 SPRUCE STREET,10038,-74.005557,40.71127
2814,P226M @ MANHATTAN SCHOOL,Public,School,12 WEST 12TH STREET,10011,-73.995347,40.734897
2816,HUNTER COLLEGE HS,Nonsectarian,School,71 EAST 94TH STREET,10128,-73.95428,40.785671
2818,ISLAMIC CULTURAL CTR SCHOOL,Other Religion,School,222 EAST 97TH STREET,10029,-73.947803,40.785354
2820,REGIS HS,Parochial,School,55 EAST 84TH STREET,10028,-73.959089,40.77935
2821,P094M @ PS 340,Public,School,590 AVENUE OF THE AMERICAS,10011,-73.995443,40.739102
2822,TRANSFIGURATION UPPER SCHOOL,Parochial,School,37 ST.JAMES PLACE,10038,-73.999141,40.712203
2824,THE DALTON SCHOOL,Nonsectarian,School,108 EAST 89 STREET,10128,-73.955284,40.7818
2825,ELISABETH IRWIN HS,Nonsectarian,School,40 CHARLTON STREET,10014,-74.004802,40.727
2826,THE DALTON SCHOOL-ANNEX,Nonsectarian,School,53-61 EAST 91 STREET,10128,-73.955894,40.78389
2830,THE BEEKMAN SCHOOL,Nonsectarian,School,220 EAST 50TH STREET,10022,-73.970165,40.755477
2833,Q345 @ DIV OF EQUITY & ACCESS,Public,Office,52 CHAMBERS STREET ROOM 319,10007,-74.005623,40.713747
2835,HUNTER COLLEGE ELEM SCH,Nonsectarian,School,71 EAST 94 STREET,10128,-73.95428,40.785671
2837,NIGHTINGALE BAMFORD SCH,Nonsectarian,School,20 EAST 92ND STREET,10128,-73.956888,40.784933
2840,RUDOLF STEINER SCHOOL,Nonsectarian,School,15 EAST 79TH STREET,10021,-73.96295,40.776773
2841,THE SPENCE SCHOOL,Nonsectarian,School,22 EAST 91ST STREET,10128,-73.95725,40.784267
2843,TOWN SCHOOL INC,Nonsectarian,School,540 EAST 76TH STREET,10021,-73.950908,40.768946
2844,UN INTERNATIONAL SCH,Nonsectarian,School,24-50 FRANKLIN D. ROOSEVELT DRIVE,10010,-73.974437,40.736533
2846,VILLAGE COMMUNITY SCH,Nonsectarian,School,272 WEST 10TH STREET,10014,-74.007867,40.733422
2850,LITTLE RED SCHOOLHOUSE,Nonsectarian,School,196 BLEECKER ST,10012,-74.001613,40.72927
2855,LOYOLA HS,Parochial,School,980 PARK AVENUE N.Y.,10028,-73.958692,40.778503
2862,HOSPITALS SCHOOLS @ ICD HOSP,Public,Office,50 BROADWAY,10004,-74.012675,40.706407
2866,THE ARK NURSY AND KNDG SCH,Nonsectarian,School,12 EAST 79TH STREET,10021,-73.96314,40.776658
2870,THE ALLEN STEVENSON SCHOOL,Nonsectarian,School,132 EAST 78TH STREET,10021,-73.959932,40.774406
2871,RAMAZ MIDDLE SCHOOL,Yeshiva,School,114 EAST 85TH STREET,10028,-73.957056,40.779127
11002,PS 483,Public,School,4520 MATILDA AVENUE,10470,-73.8544,40.901428
2872,Winston Preparatory School,Nonsectarian,School,126 WEST 17 STREET,10011,-73.996437,40.739592
2875,BARUCH COLLEGE CAMPUS HS,Public,School,55 EAST 25TH STREET,10010,-73.986485,40.742003
2876,BIRCH WATHEN LENOX LOWER SCH,Nonsectarian,School,210 EAST 77 STREET,10075,-73.957817,40.772683
2877,NYC LAW DEPART GEN.LITIGATION,Nonsectarian,Office,100 CHURCH ST ROOM 2-195,10007,-74.00958,40.713006
2878,BREARLEY SCHOOL,Nonsectarian,School,610 EAST 83RD STREET,10028,-73.946014,40.772811
2880,THE BROWNING SCHOOL,Nonsectarian,School,52 EAST 62ND STREET,10021,-73.96954,40.765159
2881,WINSTON PREP @ COOKE CTR,Nonsectarian,School,252 WEST 29TH STREET 4TH FLOOR,10001,-73.994439,40.748403
2882,BUCKLEY SCHOOL,Nonsectarian,School,113 EAST 73RD STREET,10021,-73.962604,40.77158
2884,THE CAEDMON SCHOOL,Nonsectarian,School,416 EAST 80TH STREET,10021,-73.951371,40.77258
2885,HOME INSTR.SCHOOL- MANHATTAN,Public,School,250 WEST HOUSTON STREET,10014,-74.005975,40.728752
2886,CHAPIN SCHOOL,Nonsectarian,School,100 EAST END AVENUE,10028,-73.945725,40.773801
2888,MANHATTAN BOROUGH OFFICE STH,Public,Office,333 7TH AVENUE,10001,-73.992951,40.747621
2890,CITY & COUNTRY SCHOOL,Nonsectarian,School,146 WEST 13TH STREET,10011,-73.99873,40.737156
2894,TREVOR DAY SCHOOL,Nonsectarian,School,4 EAST 90TH STREET,10128,-73.958307,40.783895
2897,MT SINAI SCH OF MEDICINE   S,Other Religion,School,ONE GUSTAVE L.LEVY PLACE,10029,-73.953748,40.79051
2899,A.M.A.C. INC-ELEM,Nonsectarian,School,25 WEST 17TH STREET,10011,-73.993202,40.738425
2900,THE SPEYER LEGACY SCHOOL,Nonsectarian,School,400 WEST 59TH STREET,10019,-73.985244,40.769329
2908,CHILD SCHOOL ELEM-WESTVIEW,Nonsectarian,School,587 MAIN STREET,10044,-73.949394,40.762802
2909,CHURCHILL SCHOOL,Nonsectarian,School,301 EAST 29TH STREET,10016,-73.97774,40.741559
2911,LORGE SCHOOL,Nonsectarian,School,353 WEST 17TH STREET,10011,-74.002551,40.742363
2912,DIVISION FOR FAMILY,Public,Office,49 CHAMBERS STREET  ROOM 503,10007,-74.005371,40.71383
2913,THE COLLEGE BRIDGE,Public,Office,269 WEST 35TH STREET,10018,-73.991871,40.752486
2914,UNITED CEREBRAL PALSY,Nonsectarian,School,122 EAST 23RD STREET,10010,-73.985373,40.739677
2915,UNITED CEREBRAL PALSY(ANNEX),Nonsectarian,School,309 WEST 23RD STREET,10025,-73.998999,40.745607
2916,ALL CITY MUSIC PROG DOE-PO'S,Public,Office,52 CHAMBERS STREET  ROOM 210,10007,-74.005623,40.713747
2918,CHILDREN'S ACADEMY,Nonsectarian,School,350 EAST 82ND STREET 2ND FLOOR,10028,-73.952499,40.774717
2921,AVENUES OF NEW YORK,Nonsectarian,School,259 10TH AVENUE,10003,-74.003235,40.749151
2922,GRACE CHURCH HS,Nonsectarian,School,38 COOPER SQUARE,10003,-73.99131,40.728327
2924,OFFICE OF CURRICULUM & P.D.,Public,Office,52 CHAMBERS STREET  ROOM 209,10007,-74.005623,40.713747
2927,INTERNATIONAL HS AT UNION SQ,Public,School,40 IRVING PLACE,10003,-73.987544,40.735491
2930,The Rebecca School,Nonsectarian,School,40 East 30 Street,10016,-73.984412,40.744986
2934,P2G @ ALT EDUC COMPLEX/HUB,Public,School,269 WEST 35TH STREET,10018,-73.991871,40.752486
2935,CFN # 411,Public,Office,333 7TH AVENUE 12TH FLOOR,10002,-73.992951,40.747621
2936,CFN # 408,Public,Office,333 7TH AVENUE  SUITE 807,10002,-73.992951,40.747621
2937,MANHATTAN FIELD SUPPORT CTR,Public,Office,333 7TH AVENUE ROOM 831,10002,-73.992951,40.747621
2938,CFN # 511,Public,Office,333 7TH AVENUE   8TH FLOOR,10002,-73.992951,40.747621
2939,CFN # 101,Public,Office,333 7TH AVENUE    7TH FLOOR,10001,-73.992951,40.747621
2940,CFN # 102,Public,Office,333 7TH AVNUE  7TH FLOOR,10002,-73.992951,40.747621
2941,OFF.OF TRAVEL TRAINING DIST 75,Public,Office,400 FIRST AVENUE,10010,-73.978214,40.73707
2942,SCHOOL WELLNESS PROGRAMS,Public,Office,52 CHAMBERS STREET   ROOM 209,10007,-74.005623,40.713747
2945,O.F.E.A.,Public,Office,49 CHAMBERS STREET  ROOM 503,10007,-74.005371,40.71383
2946,LYFE PROGRAM OFFICE,Public,Office,500 8TH AVENUE  ROOM 1004,10018,-73.992814,40.752905
2947,DIVISION OF SCHOOL SUPPORT,Public,Office,52 CHAMBERS STREET  ROOM 319,,-74.005623,40.713747
2948,CHILD SCH HS -ISLAND HOUSE,Nonsectarian,School,585 MAIN STREET,10044,-73.9494,40.762792
2950,P2G@THE HAMPHIRE SCHOOL,Public,School,157 WEST 47 STREET,10036,-73.983303,40.758747
2954,P2G-ALT ED COMP,Public,School,500 EIGHTH AVENUE,10018,-73.992814,40.752905
2955,CFN # 521,Public,Office,333 7TH AVENUE  8TH FLOOR,10002,-73.992951,40.747621
2956,CFN # 532,Public,Office,333 7TH AVENUE   ROOM 834,10002,-73.992951,40.747621
2957,P2G @ CO-OP TECH,Public,School,321 EAST 96TH STREET,10128,-73.946336,40.784024
2958,CFN # 561,Public,Office,333 7TH AVENUE,10002,-73.992951,40.747621
2959,CFN # 203,Public,Office,333 7TH AVENUE  12TH FLOOR,10002,-73.992951,40.747621
2960,MARYMOUNT SCH OF NY 97TH ST,Other Religion,School,116 EAST 97TH STREET,10029,-73.951336,40.786822
2961,CSE 9,Public,Office,333 7TH AVENUE 4TH FLOOR,10001,-73.992951,40.747621
2962,OFFICE OF STUDENT ENROLLMENT,Public,Office,52 CHAMBERS STREET  ROOM 414,10007,-74.005623,40.713747
2963,THE HEWITT SCHOOL,Nonsectarian,School,3 EAST 76TH STREET,10021,-73.964791,40.774991
2964,LEMAN MANHATTAN PREP SCHOOL,Nonsectarian,School,41 BROAD STREET,10004,-74.011346,40.705575
2965,MAN ACAD FOR ARTS & LANGUAGE,Public,School,111 EAST 33RD STREET,10016,-73.981243,40.746266
2966,MURRAY HILL ACADEMY,Public,School,111 EAST 33RD STREET,10016,-73.981243,40.746266
2968,COOKE CTR ACAD SKILLS PROGRAM,Nonsectarian,School,254 WEST 29TH STREET,10001,-73.994468,40.748415
2969,ARIS PARENT LINK-(WTC),Public,Office,52 CHAMBERS STREET ROOM 313,10007,-74.005623,40.713747
2970,OFFICE OF ARTS & SPECIAL PROJ,Public,Office,333 7th AVENUE  ROOM 801,10001,-73.992951,40.747621
2971,P2G @ MADISON AVENUE,Public,School,40 EAST 29TH STREET,10016,-73.98483,40.744356
2972,MCCARTON CENTER,Nonsectarian,School,350 EAST 82ND STREET,10028,-73.952499,40.774717
2973,DEPT. OF MATH -SCIENCE  TWEED,Public,Office,52 CHAMBERS STREET  ROOM 208,10007,-74.005623,40.713747
2974,FIELD OPERATIONS,Public,Office,52 CHAMBERS STREET ROOM 413,10007,-74.005623,40.713747
2976,SPECIALIZED HS INST-TWEED,Public,Office,52 CHAMBERS STREET  ROOM 415,10007,-74.005623,40.713747
2977,CENTRAL OFFICE HOME SCHOOLING,Public,Office,333 7TH AVENUE  7th FLOOR,10001,-73.992951,40.747621
2980,EBL COACHING (IMPARTIAL),Nonsectarian,School,17 EAST 89TH STREET SUITE 1D,10128,-73.958215,40.783231
2981,P226M @ PACE UNIVERSITY,Public,School,163 WILLIAM STREET 11TH FLOOR,10038,-74.005958,40.710182
2982,P226M@ P841 THE LIGHTHOUSE,Public,School,111 EAST 59 STREET,10022,-73.969139,40.76273
2983,QUEST TO LEARN,Public,School,351 WEST 18TH STREET,10011,-74.002069,40.742925
2984,HUDSON HS OF LEARNING TECH,Public,School,351 WEST 18TH STREET,10011,-74.002069,40.742925
2986,AARON ELEMENTARY SCHOOL,Nonsectarian,School,309 EAST 45TH STREET,10017,-73.970286,40.75163
2990,AARON SCHOOL,Nonsectarian,School,42 EAST 30TH STREET,10016,-73.98438,40.744973
2991,P138M @ IS 114,Public,School,331 EAST 91 STREET,10128,-73.948513,40.780777
2993,URBAN ASSEMBLY NY HARBOR SCH,Public,School,"10 SOUTH ST,BATTERY MARITIME SLIP 7",10004,-74.01157,40.701779
2997,ALC-BATTERY PARK,Public,School,50 BROADWAY   12TH FLOOR,10007,-74.012675,40.706407
2998,STEINHARDT SCH OF EDUC. NYU  S,Public,Office,82 WASHINGTON SQUARE EAST  3RD FL,10003,-73.996168,40.729873
2999,LYCEE FRANCAIS DE NEW YORK,Nonsectarian,School,505 EAST 75TH STREET,10021,-73.951874,40.768716
3001,THE SHEFA SCHOOL,Yeshiva,School,180 AMSTERDAM AVENUE,10023,-73.983528,40.776181
3002,The Ideal Sch of Man MS&HS,Nonsectarian,School,270 West 89th Street,10024,-73.97588,40.790476
3004,THE MANHATTAN CHILDREN'S CNTR,Nonsectarian,School,111 West 92 street,10025,-73.969962,40.790634
3005,Manhattan Behavioral Center,Nonsectarian,School,124 West 95th Street,10025,-73.968979,40.792492
3006,HUNTINGTON LRNG CTR-CORP,Other Religion,Office,237 WEST 72ND STREET,10023,-73.983033,40.779214
3007,Mysak Clinic,Nonsectarian,School,525 W 120th Street,10027,-73.96009,40.809716
3008,Academics West,Nonsectarian,School,"124 West 79th Street, Suite B",10024,-73.976403,40.782329
3009,PS 9,Public,School,100 WEST 84TH STREET,10024,-73.973613,40.785275
3010,P2G-LINCOLN SQ NEIGH CTR,Public,School,250 WEST 65TH STREET,10023,-73.985107,40.774263
3011,MANHATTAN COUNTRY SCHOOL,Nonsectarian,School,150 West 85th Street,10024,-73.974119,40.786407
3012,MID-MANHATTAN ADULT LRN CTR,Public,Office,212 WEST 120 STREET,10027,-73.951385,40.805994
3054,I.S. 54,Public,School,103 WEST 107TH STREET,10025,-73.962777,40.80018
3075,PS 75,Public,School,735 WEST END AVENUE,10025,-73.973382,40.795192
3076,PS/MS 76,Public,School,220 WEST 121ST STREET,10027,-73.951103,40.806696
3084,PS 84,Public,School,32 WEST 92ND STREET,10025,-73.967627,40.789461
3087,PS 87,Public,School,160 WEST 78TH STREET,10024,-73.977654,40.781876
3145,PS 145,Public,School,150 WEST 105TH STREET,10025,-73.964838,40.799088
3149,PS/MS 149 SOJOURNER TRUTH SCH,Public,School,41 WEST 117TH STREET,10026,-73.947773,40.802201
3163,PS 163,Public,School,163 WEST 97TH STREET,10025,-73.968646,40.794328
3165,PS 165,Public,School,234 WEST 109TH STREET,10025,-73.965424,40.80275
3166,PS 166,Public,School,132 WEST 89TH STREET,10024,-73.971869,40.788788
3180,PS 180,Public,School,370 WEST 120TH STREET,10027,-73.955615,40.807774
3185,PS 185,Public,School,20 WEST 112TH STREET,10026,-73.948701,40.798192
3191,PS 191/HUDSON HONORS M.S.,Public,School,210 WEST 61ST STREET,10023,-73.987375,40.771857
3199,PS 199,Public,School,270 WEST 70TH STREET,10023,-73.984497,40.77799
3208,PS 208,Public,School,21 WEST 111TH STREET,10026,-73.949646,40.797932
3279,THE OPPORTUNITY CHARTER MS,Charter,School,240 WEST 113 STREET,10026,-73.955251,40.801746
3291,WESTEND SECONDARY,Public,School,227-243 WEST 61ST STREET,10023,-73.987579,40.772137
3299,"HS ARTS,IMAGINATION & INQUIRY",Public,School,122 AMSTERDAM AVENUE,10023,-73.984842,40.774384
3325,WADLEIGH SEC.SCH.PERF.& VISUAL,Public,School,215 WEST 114 STREET,10026,-73.954189,40.802313
3329,HARLEM LINK CHARTER SCHOOL,Charter,School,20 WEST 112 STREET,10026,-73.948701,40.798192
3334,PS 334 THE ANDERSON SCHOOL,Public,School,100 WEST 77TH STREET,10024,-73.976909,40.780757
3351,SUCCESS ACADEMY HARLEM 1,Charter,School,34 WEST 118 ST  2ND FLOOR,10026,-73.946752,40.802399
3384,SUCCESS ACADEMY HARLEM 4,Charter,School,240 WEST 113TH STREET,10026,-73.955251,40.801746
3406,PS 242,Public,School,134 WEST 122 STREET,10027,-73.948056,40.80623
3407,M.S.245 COMPUTER SCHOOL I,Public,School,100 WEST 77 STREET,10024,-73.976909,40.780757
3408,WEST END DAY SCHOOL,Other Religion,School,255 WEST 71 STREET,10023,-73.983597,40.778657
3409,DROPOUT PREVENTION PROG.,Public,Office,122 AMSTERDAM AVENUE,10023,-73.984842,40.774384
3417,PARKSIDE SCHOOL,Nonsectarian,School,48-50 WEST 74TH STREET,10023,-73.976411,40.778033
3420,PS 241,Public,School,240 WEST 113TH STREET,10026,-73.955251,40.801746
3421,WEST PREP ACADEMY,Public,School,150 WEST 105 STREET,10025,-73.964838,40.799088
3422,SISULU CHILDREN'S ACADEMY,Charter,School,125 WEST 115 STREET,10026,-73.950944,40.801754
3423,THE CALHOUN LOWER SCHOOL,Nonsectarian,School,160 WEST 74 STREET,10023,-73.979505,40.779337
3442,M.S.247,Public,School,32 WEST 92 STREET,10025,-73.967627,40.789461
3448,P226M @ P076M,Public,School,220 WEST 121 STREET,10027,-73.951103,40.806696
3449,THE U.A.SCH FOR GREEN CAREERS,Public,School,145 WEST 84TH STREET,10024,-73.974386,40.785795
3450,THE SPEC MUSIC SCH OF AMERICA,Public,School,129 WEST 67 STREET,10023,-73.982687,40.774981
3452,PS 452,Public,School,100 WEST 77TH STREET,10024,-73.976909,40.780757
3455,P226M @ P208M,Public,School,21 WEST 111 ST,10026,-73.949646,40.797932
3464,P811M @ P163M,Public,School,163 WEST 97TH STREET,10025,-73.968646,40.794328
3469,FREDERICK DOUGLAS ACAD.II,Public,School,215 WEST 114TH STREET,10026,-73.954189,40.802313
3470,AHRC ELEM/CENTRAL PARK,Other Religion,School,15 WEST 65 STREET,10023,-73.97986,40.772158
3474,P811M @ P075M,Public,School,735 WEST END AVENUE,10025,-73.973382,40.795192
3475,P811M @ P149M/HARLEM CHILD,Public,School,34 WEST 118 ST,10026,-73.946752,40.802399
3480,P811M @ MICKEY MANTLE,Public,School,466 WEST END AVE,10024,-73.979417,40.786578
3481,DEMOCRACY PREP HARLEM-HS,Charter,School,212 WEST 120TH STREET,10027,-73.951385,40.805994
3487,TREVOR DAY SCHOOL,Nonsectarian,School,1 WEST 88 STREET,10024,-73.968756,40.78685
3491,P811M INCLUSION @ PS 149,Public,School,34 WEST 118 STREET,10026,-73.946752,40.802399
3492,"LAW,ADVOCACY & CRIMINAL JUST.",Public,School,122 AMSTERDAM AVENUE,10023,-73.984842,40.774384
3494,MLK-ART & TECHNOLOGY HS,Public,School,122 AMSTERDAM AVENUE,10023,-73.984842,40.774384
3511,FIORELLO LAGUARDIA HIGH SCHOOL,Public,School,100 AMSTERDAM AVENUE,10023,-73.985362,40.773665
3517,M.S.243 CENTER SCHOOL,Public,School,100 WEST 84TH STREET,10024,-73.973613,40.785275
3520,WEST SIDE HS,Public,School,140 WEST 102 STREET,10025,-73.966873,40.79749
3523,SUCCESS ACADEMY UPPER WEST,Charter,School,145 WEST 84TH STREET,10024,-73.974386,40.785795
3545,MAN/HUNTER COLL. HS OF SCIENCE,Public,School,122 AMSTERDAM AVENUE,10023,-73.984842,40.774384
3547,URBAN ASSEMBLY MEDIA HS,Public,School,122 AMSTERDAM AVENUE,10023,-73.984842,40.774384
3566,FRANK MCCOURT HS,Public,School,145 WEST 84TH STREET,10024,-73.974386,40.785795
3579,THE GENEVA SCH OF MANHATTAN,Nonsectarian,School,150 WEST 83RD STREET,10024,-73.975071,40.785062
3600,THE STUDIO SCHOOL,Nonsectarian,School,117 WEST 95TH STREET,10025,-73.9687,40.792569
3618,THE OPPORTUNITY CHARTER HS,Charter,School,240 WEST 113 STREET,10026,-73.955251,40.801746
3658,THE MANHATTAN CHILDREN'S CTR,Nonsectarian,School,124 WEST 95TH STREET,10025,-73.968979,40.792492
3661,SUCCESS ACADEMY HARLEM WEST MS,Charter,School,215 WEST 114TH STREET,10026,-73.954189,40.802313
3667,PHOENIX HOUSE-IMPACT PROGRAM,Public,School,164 WEST 74TH STREET 3RD FLOOR,10023,-73.97959,40.779372
3669,THE ABRAHAM JOSHUA HESCHEL SCH,Yeshiva,School,20 WEST END AVENUE,10023,-73.989829,40.772294
3673,HARLEM HEBREW LANGUAGE CHARTER,Charter,School,147 ST. NICHOLAS AVENUE,10026,-73.952851,40.804547
3675,P138M@ WESTSIDE YMCA @ JHS 54,Public,School,103 WEST 107 STREET,10025,-73.962777,40.80018
3686,HARLEM ACADEMY,Nonsectarian,School,1330 FIFTH AVENUE,10026,-73.94865,40.797844
3687,THE GLOBAL LRNG COLLABORATIVE,Public,School,145 WEST 84TH STREET,10024,-73.974386,40.785795
3688,INNOVATION DIPLOMA PLUS,Public,School,145 WEST 84TH STREET ROOM 421A,10024,-73.974386,40.785795
3689,THE IDEAL SCH OF MANHATTAN,Nonsectarian,School,314 WEST 91TH STREET,10024,-73.975975,40.792157
3690,SPECIAL MUSIC SCHOOL HS,Public,School,122 AMSTERDAM AVENUE,10023,-73.984842,40.774384
3701,BLESSED SACRAMENT SCHOOL,Parochial,School,147 WEST 70TH STREET,10023,-73.980745,40.776622
3703,ST GREGORY SCHOOL,Parochial,School,138 WEST 90TH STREET,10024,-73.971093,40.789288
3709,BEIT RABBAN,Yeshiva,School,15 WEST 86TH STREET,10024,-73.96999,40.785666
3710,MANHATTAN STAR ACADEMY,Nonsectarian,School,180 AMSTERDAM AVENUE,10023,-73.983528,40.776181
3713,CATHEDRL SCH OF ST JOHN DIVINE,Nonsectarian,School,1047 AMSTERDAM AVENUE,10025,-73.963076,40.803875
3731,RODEPH SHOLOM BRIDGE DIV.,Yeshiva,School,10 WEST 84TH STREET,10024,-73.970921,40.784139
3732,ST  HILDAS & ST HUGHS SCHOOL,Christian,School,619 WEST 114TH STREET,10025,-73.96541,40.807037
3733,METROPOLITAN MONTESSORI SCHOOL,Nonsectarian,School,325 WEST 85 STREET,10024,-73.979101,40.788612
