Busbreakdown_ID,first_opt,Run_Type,Bus_No,Reason,How_Long_Delayed,Occurred_On,Boro,Bus_Company_Name,name,address,type,agency
1244254,03076,"Special Ed AM Run",1445,"Weather Conditions",40,"1/31/17 14:05",Bronx,"HOYT TRANSPORTATION CORP.","PS 76 A PHILLIP RANDOLPH","220 W 121 St","Elementary School - Public","NYC DOE"
1243628,03076,"Special Ed AM Run",1445,"Problem Run",60,"2/2/17 13:35",Manhattan,"FIRST STEPS TRANSP INC. (","PS 76 A PHILLIP RANDOLPH","220 W 121 St","Elementary School - Public","NYC DOE"
1243503,03076,"Special Ed AM Run",2711,"Heavy Traffic",35,"2/3/17 6:49",Brooklyn,"NEW DAWN TRANSIT, LLC (B2","PS 76 A PHILLIP RANDOLPH","220 W 121 St","Elementary School - Public","NYC DOE"
1243496,05175,"Special Ed AM Run",1488,"Problem Run","","2/3/17 6:54",Bronx,"LITTLE LISA BUS CO. INC.","PS 175 HENRY H GARNET","175 W 134 St","Elementary School - Public","NYC DOE"
1243486,03420,"Special Ed AM Run",1454,"Problem Run",30,"2/3/17 6:45",Manhattan,"SNT BUS INC","STEM INSTITUTE OF MANHATTAN","240 W 113 St","Elementary School - Public","NYC DOE"
1243173,05175,"Special Ed AM Run",1488,"Problem Run",25,"2/6/17 6:37",Brooklyn,"NEW DAWN TRANSIT, LLC (B2","PS 175 HENRY H GARNET","175 W 134 St","Elementary School - Public","NYC DOE"
1243159,03420,"Special Ed AM Run",1454,"Problem Run",25,"2/6/17 6:30","","ACME BUS CORP. (B2321)","STEM INSTITUTE OF MANHATTAN","240 W 113 St","Elementary School - Public","NYC DOE"
1243157,03864,"Special Ed AM Run",19218,"Heavy Traffic","","2/6/17 6:15",Bronx,"LOGAN BUS COMPANY INC.","FUTURE LEADERS INST CHARTER SCHOOL","134 W 122 St","Elementary School - Public Charter","NYC DOE"
1242809,05175,"Special Ed AM Run",1488,"Problem Run","","2/6/17 14:45",Queens,"LOGAN BUS COMPANY INC.","PS 175 HENRY H GARNET","175 W 134 St","Elementary School - Public","NYC DOE"
1242803,03420,"Special Ed AM Run",1454,"Problem Run",30,"2/6/17 14:48",Bronx,"BORO TRANSIT, INC.","STEM INSTITUTE OF MANHATTAN","240 W 113 St","Elementary School - Public","NYC DOE"
1242552,03279,"Special Ed AM Run",8013,"Heavy Traffic","","2/7/17 6:50","Nassau County","LOGAN BUS COMPANY INC.","OPPORTUNITY CHARTER SCHOOL","240 W 113 St","Junior/Senior High School - Public Charter","NYC DOE"
1242545,05175,"Special Ed AM Run",1488,"Problem Run",10,"2/7/17 7:39",Bronx,"DON THOMAS BUSES, INC.","PS 175 HENRY H GARNET","175 W 134 St","Elementary School - Public","NYC DOE"
1242504,03420,"Special Ed AM Run",1454,"Problem Run",30,"2/7/17 7:41",Bronx,"G.V.C., LTD.","STEM INSTITUTE OF MANHATTAN","240 W 113 St","Elementary School - Public","NYC DOE"
1242229,03076,"Special Ed AM Run",1445,"Heavy Traffic",25,"2/8/17 6:05","Staten Island","PIONEER TRANSPORTATION CO","PS 76 A PHILLIP RANDOLPH","220 W 121 St","Elementary School - Public","NYC DOE"
1242102,05175,"Special Ed AM Run",1488,"Problem Run",25,"2/8/17 7:23",Brooklyn,"B & F SKILLED INC.(B2192)","PS 175 HENRY H GARNET","175 W 134 St","Elementary School - Public","NYC DOE"
1242085,03420,"Special Ed AM Run",1454,"Problem Run",20,"2/8/17 7:27",Brooklyn,"B & F SKILLED INC.(B2192)","STEM INSTITUTE OF MANHATTAN","240 W 113 St","Elementary School - Public","NYC DOE"
1242074,03279,"Special Ed AM Run",1428,"Flat Tire",30,"2/8/17 7:38",Manhattan,"PHILLIP BUS CORP (B2192)","OPPORTUNITY CHARTER SCHOOL","240 W 113 St","Junior/Senior High School - Public Charter","NYC DOE"
1241951,03076,"Special Ed AM Run",1445,"Problem Run","","2/8/17 9:00",Manhattan,"SNT BUS INC","PS 76 A PHILLIP RANDOLPH","220 W 121 St","Elementary School - Public","NYC DOE"
1241936,03076,"Special Ed AM Run",1396,Other,15,"2/8/17 14:03",Bronx,"PIONEER TRANSPORTATION CO","PS 76 A PHILLIP RANDOLPH","220 W 121 St","Elementary School - Public","NYC DOE"
1241846,05621,"Special Ed AM Run",1452,"Heavy Traffic",30,"2/10/17 5:47",Bronx,"PIONEER TRANSPORTATION CO","DEMOCRACY PREP HARLEM CHARTER SCHOOL","222 W 134 St","Intermediate/JHS - Public Charter","NYC DOE"
1241825,05175,"Special Ed AM Run",1488,"Problem Run",20,"2/10/17 6:02",Manhattan,"RELIANT TRANS, INC. (B232","PS 175 HENRY H GARNET","175 W 134 St","Elementary School - Public","NYC DOE"
1241823,03422,"General Ed AM Run",24501,Other,30,"2/10/17 6:03",Bronx,"PIONEER TRANSPORTATION CO","SISULU-WALKER CHARTER SCHOOL","125 W 115 St","Elementary School - Public Charter","NYC DOE"
1241808,03420,"Special Ed AM Run",1454,"Problem Run",30,"2/10/17 6:10",Brooklyn,"BORO TRANSIT, INC.","STEM INSTITUTE OF MANHATTAN","240 W 113 St","Elementary School - Public","NYC DOE"
1241590,05175,"Special Ed AM Run",1488,"Heavy Traffic","","2/10/17 6:20","","LOGAN BUS COMPANY INC.","PS 175 HENRY H GARNET","175 W 134 St","Elementary School - Public","NYC DOE"
1241559,03076,"Special Ed AM Run",1327,Accident,30,"2/10/17 7:05",Bronx,"PIONEER TRANSPORTATION CO","PS 76 A PHILLIP RANDOLPH","220 W 121 St","Elementary School - Public","NYC DOE"
1241391,03149,"Special Ed PM Run",21280,Accident,40,"2/10/17 7:37",Brooklyn,"B & F SKILLED INC.(B2192)","PS 149 SOJOURNER TRUTH","41 W 117 St","Elementary School - Public","NYC DOE"
1241101,05175,"Special Ed AM Run",1488,"Heavy Traffic",30,"2/10/17 8:32",Manhattan,"FIRST STEPS TRANSP INC. (","PS 175 HENRY H GARNET","175 W 134 St","Elementary School - Public","NYC DOE"
1240670,03864,"Special Ed AM Run",10460,"Heavy Traffic",30,"2/13/17 7:39",Bronx,"G.V.C., LTD.","FUTURE LEADERS INST CHARTER SCHOOL","134 W 122 St","Elementary School - Public Charter","NYC DOE"
1240387,03420,"Special Ed AM Run",1454,"Problem Run",15,"2/14/17 6:33",Bronx,"VAN TRANS LLC (B2192)","STEM INSTITUTE OF MANHATTAN","240 W 113 St","Elementary School - Public","NYC DOE"
1239317,03329,"General Ed AM Run",25593,"Won`t Start",20,"2/16/17 15:19",Brooklyn,"HAPPY CHILD TRANS LLC (B2","HARLEM LINK CHARTER SCHOOL","20 W 112 St","Elementary School - Public Charter","NYC DOE"
1238987,03076,"Special Ed AM Run",1445,"Heavy Traffic","","2/17/17 14:04",Bronx,"LITTLE RICHIE BUS SERVICE","PS 76 A PHILLIP RANDOLPH","220 W 121 St","Elementary School - Public","NYC DOE"
1238500,03076,"Special Ed AM Run",1445,Other,30,"2/27/17 7:39",Bronx,"G.V.C., LTD.","PS 76 A PHILLIP RANDOLPH","220 W 121 St","Elementary School - Public","NYC DOE"
1238294,05175,"Special Ed PM Run",1488,"Heavy Traffic","","2/27/17 15:13",Brooklyn,"ALL AMERICAN SCHOOL BUS C","PS 175 HENRY H GARNET","175 W 134 St","Elementary School - Public","NYC DOE"
1238193,03076,"Special Ed AM Run",1445,"Heavy Traffic",30,"2/28/17 6:32",Brooklyn,"Y & M TRANSIT CORP (B2192","PS 76 A PHILLIP RANDOLPH","220 W 121 St","Elementary School - Public","NYC DOE"
1237942,03076,"Special Ed AM Run","30 MINS","Heavy Traffic",15,"2/28/17 14:21",Bronx,"PIONEER TRANSPORTATION CO","PS 76 A PHILLIP RANDOLPH","220 W 121 St","Elementary School - Public","NYC DOE"
1237633,03076,"Special Ed AM Run",1431,"Heavy Traffic",45,"3/1/17 13:53",Queens,"LORINDA ENT. LTD.","PS 76 A PHILLIP RANDOLPH","220 W 121 St","Elementary School - Public","NYC DOE"
1237557,03864,"General Ed AM Run",25601,"Heavy Traffic","","3/1/17 15:54",Brooklyn,"MV TRANSPORTATION, INC.","FUTURE LEADERS INST CHARTER SCHOOL","134 W 122 St","Elementary School - Public Charter","NYC DOE"
1237237,03420,"Special Ed AM Run",1454,"Problem Run","","3/2/17 14:56",Brooklyn,"RELIANT TRANS, INC. (B232","STEM INSTITUTE OF MANHATTAN","240 W 113 St","Elementary School - Public","NYC DOE"
1236358,03208,"Special Ed AM Run",2802,"Heavy Traffic",15,"3/7/17 6:30",Queens,"EMPIRE CHARTER SERVICE IN","PS 208 ALAIN L LOCKE","21 W 111 St","Elementary School - Public","NYC DOE"
1235908,03864,"Special Ed AM Run",16375,"Heavy Traffic","","3/8/17 7:15",Queens,"LITTLE RICHIE BUS SERVICE","FUTURE LEADERS INST CHARTER SCHOOL","134 W 122 St","Elementary School - Public Charter","NYC DOE"
1235815,03420,"Special Ed AM Run",1454,"Heavy Traffic",15,"3/8/17 7:59",Queens,"RELIANT TRANS, INC. (B232","STEM INSTITUTE OF MANHATTAN","240 W 113 St","Elementary School - Public","NYC DOE"
1235639,03208,"Special Ed AM Run",2564,"Heavy Traffic","","3/9/17 5:53",Manhattan,"QUALITY TRANSPORTATION CO","PS 208 ALAIN L LOCKE","21 W 111 St","Elementary School - Public","NYC DOE"
1235461,03420,"Special Ed AM Run",1454,"Heavy Traffic",15,"3/9/17 7:45",Brooklyn,"EMPIRE CHARTER SERVICE IN","STEM INSTITUTE OF MANHATTAN","240 W 113 St","Elementary School - Public","NYC DOE"
1235219,03208,"Special Ed AM Run",2564,"Heavy Traffic",20,"3/10/17 7:34",Brooklyn,"ALLIED TRANSIT CORP.","PS 208 ALAIN L LOCKE","21 W 111 St","Elementary School - Public","NYC DOE"
1235110,03420,"Special Ed AM Run",1454,"Heavy Traffic",25,"3/10/17 14:04",Brooklyn,"NEW DAWN TRANSIT, LLC (B2","STEM INSTITUTE OF MANHATTAN","240 W 113 St","Elementary School - Public","NYC DOE"
1235068,03279,"Special Ed AM Run",1428,"Heavy Traffic",25,"3/10/17 14:40",Brooklyn,"NEW DAWN TRANSIT, LLC (B2","OPPORTUNITY CHARTER SCHOOL","240 W 113 St","Junior/Senior High School - Public Charter","NYC DOE"
1234861,03208,"Special Ed AM Run",2569,"Heavy Traffic",30,"3/13/17 7:35",Queens,"HAPPY CHILD TRANS LLC (B2","PS 208 ALAIN L LOCKE","21 W 111 St","Elementary School - Public","NYC DOE"
1234747,03420,"Special Ed AM Run",1454,"Heavy Traffic",20,"3/13/17 7:45","","ACME BUS CORP. (B2321)","STEM INSTITUTE OF MANHATTAN","240 W 113 St","Elementary School - Public","NYC DOE"
1234610,03864,"Special Ed PM Run",10460,"Mechanical Problem","","3/13/17 15:15",Queens,"LOGAN BUS COMPANY INC.","FUTURE LEADERS INST CHARTER SCHOOL","134 W 122 St","Elementary School - Public Charter","NYC DOE"
1234457,03864,"Special Ed AM Run",16380,Other,60,"3/15/17 6:39",Manhattan,"LEESEL TRANSP CORP (B2192","FUTURE LEADERS INST CHARTER SCHOOL","134 W 122 St","Elementary School - Public Charter","NYC DOE"
1234433,03208,"Special Ed AM Run",16375,"Heavy Traffic",40,"3/15/17 6:43",Brooklyn,"B & F SKILLED INC.(B2192)","PS 208 ALAIN L LOCKE","21 W 111 St","Elementary School - Public","NYC DOE"
1234333,03420,"Special Ed AM Run",1454,"Heavy Traffic",35,"3/15/17 6:30",Queens,"JOFAZ TRANSPORTATION INC.","STEM INSTITUTE OF MANHATTAN","240 W 113 St","Elementary School - Public","NYC DOE"
1234252,05175,"Special Ed PM Run",1488,"Heavy Traffic",60,"3/15/17 7:11","Nassau County","THOMAS BUSES, INC. (B2321","PS 175 HENRY H GARNET","175 W 134 St","Elementary School - Public","NYC DOE"
1234208,03279,"Special Ed AM Run",8013,"Heavy Traffic",40,"3/15/17 7:18",Bronx,"PIONEER TRANSPORTATION CO","OPPORTUNITY CHARTER SCHOOL","240 W 113 St","Junior/Senior High School - Public Charter","NYC DOE"
1234024,03420,"Special Ed AM Run",1454,"Heavy Traffic","","3/15/17 7:47","Staten Island","PIONEER TRANSPORTATION CO","STEM INSTITUTE OF MANHATTAN","240 W 113 St","Elementary School - Public","NYC DOE"
1233737,03279,"Special Ed AM Run",8013,"Heavy Traffic",55,"3/15/17 8:00",Bronx,"G.V.C., LTD.","OPPORTUNITY CHARTER SCHOOL","240 W 113 St","Junior/Senior High School - Public Charter","NYC DOE"
1233702,03420,"Special Ed AM Run",1454,"Heavy Traffic",30,"3/15/17 14:00",Brooklyn,"NEW DAWN TRANSIT, LLC (B2","STEM INSTITUTE OF MANHATTAN","240 W 113 St","Elementary School - Public","NYC DOE"
1233482,03208,"Special Ed AM Run",2564,"Heavy Traffic",10,"3/16/17 7:12",Bronx,"DON THOMAS BUSES, INC.","PS 208 ALAIN L LOCKE","21 W 111 St","Elementary School - Public","NYC DOE"
1233341,03420,"Special Ed AM Run",1454,"Heavy Traffic",40,"3/16/17 6:15",Queens,"JOFAZ TRANSPORTATION INC.","STEM INSTITUTE OF MANHATTAN","240 W 113 St","Elementary School - Public","NYC DOE"
1232886,03420,"Special Ed AM Run",1454,"Heavy Traffic",30,"3/17/17 5:40",Brooklyn,"JOFAZ TRANSPORTATION INC.","STEM INSTITUTE OF MANHATTAN","240 W 113 St","Elementary School - Public","NYC DOE"
1232856,03076,"Special Ed AM Run",1400,"Flat Tire",15,"3/17/17 6:29","","LOGAN BUS COMPANY INC.","PS 76 A PHILLIP RANDOLPH","220 W 121 St","Elementary School - Public","NYC DOE"
1232790,03076,"Special Ed AM Run",1396,"Heavy Traffic","","3/17/17 7:02",Queens,"BOBBY`S BUS CO. INC.","PS 76 A PHILLIP RANDOLPH","220 W 121 St","Elementary School - Public","NYC DOE"
1232572,03208,"Special Ed AM Run",2564,"Heavy Traffic",30,"3/17/17 7:54",Bronx,"G.V.C., LTD.","PS 208 ALAIN L LOCKE","21 W 111 St","Elementary School - Public","NYC DOE"
1232451,03329,"General Ed AM Run",24521,"Won`t Start","","3/17/17 7:50",Bronx,"LITTLE LISA BUS CO. INC.","HARLEM LINK CHARTER SCHOOL","20 W 112 St","Elementary School - Public Charter","NYC DOE"
1232424,03420,"Special Ed AM Run",1454,"Heavy Traffic",30,"3/17/17 13:54",Bronx,"PIONEER TRANSPORTATION CO","STEM INSTITUTE OF MANHATTAN","240 W 113 St","Elementary School - Public","NYC DOE"
1232296,03279,"Special Ed AM Run",8013,"Flat Tire",25,"3/20/17 6:00",Brooklyn,"ALLIED TRANSIT CORP.","OPPORTUNITY CHARTER SCHOOL","240 W 113 St","Junior/Senior High School - Public Charter","NYC DOE"
1232113,03420,"Special Ed AM Run",1454,"Heavy Traffic","","3/20/17 6:45",Queens,"JOFAZ TRANSPORTATION INC.","STEM INSTITUTE OF MANHATTAN","240 W 113 St","Elementary School - Public","NYC DOE"
1231820,03149,"Special Ed AM Run",4523,"Heavy Traffic",60,"3/20/17 14:01",Manhattan,"NEW DAWN TRANSIT, LLC (B2","PS 149 SOJOURNER TRUTH","41 W 117 St","Elementary School - Public","NYC DOE"
1231762,03279,"Special Ed AM Run",1428,"Heavy Traffic",20,"3/20/17 15:00",Manhattan,"MONTAUK STUDENT TRANS, IN","OPPORTUNITY CHARTER SCHOOL","240 W 113 St","Junior/Senior High School - Public Charter","NYC DOE"
1231760,03279,"Special Ed AM Run",1330,"Heavy Traffic","","3/20/17 15:17",Queens,"LITTLE RICHIE BUS SERVICE","OPPORTUNITY CHARTER SCHOOL","240 W 113 St","Junior/Senior High School - Public Charter","NYC DOE"
1231678,03420,"Special Ed AM Run",1454,"Heavy Traffic",40,"3/21/17 6:44",Bronx,"G.V.C. LTD. (B2192)","STEM INSTITUTE OF MANHATTAN","240 W 113 St","Elementary School - Public","NYC DOE"
1231426,03208,"Special Ed AM Run",2564,"Heavy Traffic",60,"3/21/17 8:08",Westchester,"MAR-CAN TRANSPORT CO. INC","PS 208 ALAIN L LOCKE","21 W 111 St","Elementary School - Public","NYC DOE"
1231254,03420,"Special Ed AM Run",1454,"Heavy Traffic",45,"3/21/17 17:50",Manhattan,"CONSOLIDATED BUS TRANS. I","STEM INSTITUTE OF MANHATTAN","240 W 113 St","Elementary School - Public","NYC DOE"
1231205,03279,"Special Ed AM Run",1428,"Heavy Traffic",30,"3/22/17 6:15",Brooklyn,"PRIDE TRANSPORTATION (SCH","OPPORTUNITY CHARTER SCHOOL","240 W 113 St","Junior/Senior High School - Public Charter","NYC DOE"
1230969,03420,"Special Ed AM Run",1454,"Heavy Traffic",15,"3/22/17 8:02",Bronx,"RELIANT TRANS, INC. (B232","STEM INSTITUTE OF MANHATTAN","240 W 113 St","Elementary School - Public","NYC DOE"
1230736,03076,"Special Ed AM Run",1396,"Heavy Traffic",15,"3/23/17 6:54",Bronx,"PIONEER TRANSPORTATION CO","PS 76 A PHILLIP RANDOLPH","220 W 121 St","Elementary School - Public","NYC DOE"
1230689,03329,"General Ed AM Run",24517,"Heavy Traffic",30,"3/23/17 7:12",Queens,"LITTLE RICHIE BUS SERVICE","HARLEM LINK CHARTER SCHOOL","20 W 112 St","Elementary School - Public Charter","NYC DOE"
1230635,03420,"Special Ed AM Run",1454,"Heavy Traffic",30,"3/23/17 7:34",Bronx,"G.V.C., LTD.","STEM INSTITUTE OF MANHATTAN","240 W 113 St","Elementary School - Public","NYC DOE"
1230358,03420,"Special Ed AM Run",1454,"Heavy Traffic",25,"3/24/17 6:31",Bronx,"PIONEER TRANSPORTATION CO","STEM INSTITUTE OF MANHATTAN","240 W 113 St","Elementary School - Public","NYC DOE"
1230094,05175,"Special Ed AM Run",1488,"Heavy Traffic",20,"3/24/17 15:15","","NEW DAWN TRANSIT, LLC (B2","PS 175 HENRY H GARNET","175 W 134 St","Elementary School - Public","NYC DOE"
1229988,03420,"Special Ed AM Run",1454,"Heavy Traffic",20,"3/27/17 6:30","","DON THOMAS BUSES, INC. (B","STEM INSTITUTE OF MANHATTAN","240 W 113 St","Elementary School - Public","NYC DOE"
1229811,03864,"Special Ed AM Run",10486,Other,20,"3/27/17 7:16",Brooklyn,"B & F SKILLED INC.(B2192)","FUTURE LEADERS INST CHARTER SCHOOL","134 W 122 St","Elementary School - Public Charter","NYC DOE"
1229598,03420,"Special Ed AM Run",1454,"Heavy Traffic",60,"3/27/17 7:55","Rockland County","MAR-CAN TRANSPORT CO. INC","STEM INSTITUTE OF MANHATTAN","240 W 113 St","Elementary School - Public","NYC DOE"
1229593,03279,"Special Ed AM Run",14102,"Heavy Traffic",15,"3/27/17 7:49",Bronx,"G.V.C., LTD.","OPPORTUNITY CHARTER SCHOOL","240 W 113 St","Junior/Senior High School - Public Charter","NYC DOE"
1229239,03420,"Special Ed AM Run",1454,"Heavy Traffic","","3/28/17 6:40",Bronx,"LITTLE RICHIE BUS SERVICE","STEM INSTITUTE OF MANHATTAN","240 W 113 St","Elementary School - Public","NYC DOE"
1229223,03279,"Special Ed AM Run",14102,"Heavy Traffic",15,"3/28/17 6:50",Brooklyn,"ALLIED TRANSIT CORP.","OPPORTUNITY CHARTER SCHOOL","240 W 113 St","Junior/Senior High School - Public Charter","NYC DOE"
1228831,03420,"Special Ed AM Run",1454,"Heavy Traffic",20,"3/29/17 5:55",Queens,"SAFE COACH INC. (B2321)","STEM INSTITUTE OF MANHATTAN","240 W 113 St","Elementary School - Public","NYC DOE"
1228824,03279,"Special Ed AM Run",14102,"Heavy Traffic",25,"3/29/17 6:07","Staten Island","PIONEER TRANSPORTATION CO","OPPORTUNITY CHARTER SCHOOL","240 W 113 St","Junior/Senior High School - Public Charter","NYC DOE"
1228475,03279,"Special Ed AM Run",1422,"Heavy Traffic",40,"3/29/17 7:49",Manhattan,"LEESEL TRANSP CORP (B2192","OPPORTUNITY CHARTER SCHOOL","240 W 113 St","Junior/Senior High School - Public Charter","NYC DOE"
1228402,03420,"Special Ed AM Run",1454,"Heavy Traffic",30,"3/29/17 8:07",Bronx,"G.V.C., LTD.","STEM INSTITUTE OF MANHATTAN","240 W 113 St","Elementary School - Public","NYC DOE"
1228398,03279,"Special Ed AM Run",14102,"Heavy Traffic",15,"3/29/17 8:00",Bronx,"G.V.C., LTD.","OPPORTUNITY CHARTER SCHOOL","240 W 113 St","Junior/Senior High School - Public Charter","NYC DOE"
1228215,03329,"Special Ed AM Run",2512,"Heavy Traffic",25,"3/30/17 6:12",Brooklyn,"RELIANT TRANS, INC. (B232","HARLEM LINK CHARTER SCHOOL","20 W 112 St","Elementary School - Public Charter","NYC DOE"
1228104,03420,"Special Ed AM Run",1454,"Heavy Traffic",20,"3/30/17 6:56",Bronx,"VAN TRANS LLC (B2192)","STEM INSTITUTE OF MANHATTAN","240 W 113 St","Elementary School - Public","NYC DOE"
1228091,03279,"Special Ed AM Run",14101,"Heavy Traffic",120,"3/30/17 7:02",Manhattan,"HAPPY CHILD TRANS LLC (B2","OPPORTUNITY CHARTER SCHOOL","240 W 113 St","Junior/Senior High School - Public Charter","NYC DOE"
1227707,03420,"Special Ed AM Run",1454,"Heavy Traffic",20,"3/31/17 6:29",Manhattan,"LEESEL TRANSP CORP (B2192","STEM INSTITUTE OF MANHATTAN","240 W 113 St","Elementary School - Public","NYC DOE"
1227702,03279,"Special Ed AM Run",14102,"Heavy Traffic",20,"3/31/17 6:30",Manhattan,"LEESEL TRANSP CORP (B2192","OPPORTUNITY CHARTER SCHOOL","240 W 113 St","Junior/Senior High School - Public Charter","NYC DOE"
1227676,03279,"Special Ed AM Run",8013,"Heavy Traffic",10,"3/31/17 6:36",Bronx,"PIONEER TRANSPORTATION CO","OPPORTUNITY CHARTER SCHOOL","240 W 113 St","Junior/Senior High School - Public Charter","NYC DOE"
1227403,03420,"Special Ed AM Run",1454,"Heavy Traffic",30,"3/31/17 8:01",Westchester,"MAR-CAN TRANSPORT CO. INC","STEM INSTITUTE OF MANHATTAN","240 W 113 St","Elementary School - Public","NYC DOE"
1227391,03279,"Special Ed AM Run",14102,"Heavy Traffic",15,"3/31/17 8:00",Bronx,"G.V.C., LTD.","OPPORTUNITY CHARTER SCHOOL","240 W 113 St","Junior/Senior High School - Public Charter","NYC DOE"
1227351,03329,"General Ed AM Run",24521,"Mechanical Problem",60,"3/31/17 13:30",Queens,"JOFAZ TRANSPORTATION INC.","HARLEM LINK CHARTER SCHOOL","20 W 112 St","Elementary School - Public Charter","NYC DOE"
1227275,03279,"Special Ed PM Run",1330,"Delayed by School",25,"3/31/17 14:19",Brooklyn,"RELIANT TRANS, INC. (B232","OPPORTUNITY CHARTER SCHOOL","240 W 113 St","Junior/Senior High School - Public Charter","NYC DOE"
1227065,03420,"Special Ed AM Run",1454,"Heavy Traffic",30,"4/3/17 6:57",Brooklyn,"B & F SKILLED INC.(B2192)","STEM INSTITUTE OF MANHATTAN","240 W 113 St","Elementary School - Public","NYC DOE"
1227061,03279,"Special Ed AM Run",14102,"Heavy Traffic",30,"4/3/17 6:50",Brooklyn,"MJT BUS","OPPORTUNITY CHARTER SCHOOL","240 W 113 St","Junior/Senior High School - Public Charter","NYC DOE"
1226661,03279,"Special Ed AM Run",8013,"Heavy Traffic",20,"4/4/17 6:24",Manhattan,"LEESEL TRANSP CORP (B2192","OPPORTUNITY CHARTER SCHOOL","240 W 113 St","Junior/Senior High School - Public Charter","NYC DOE"
1226651,03420,"Special Ed AM Run",1454,"Heavy Traffic",20,"4/4/17 6:24","","LORINDA ENT. LTD.","STEM INSTITUTE OF MANHATTAN","240 W 113 St","Elementary School - Public","NYC DOE"
1226643,03279,"Special Ed AM Run",14102,"Heavy Traffic",40,"5/2/17 6:04",Brooklyn,"QUALITY TRANSPORTATION CO","OPPORTUNITY CHARTER SCHOOL","240 W 113 St","Junior/Senior High School - Public Charter","NYC DOE"
1226335,03420,"Special Ed AM Run",1454,"Heavy Traffic",30,"4/4/17 7:44",Manhattan,"LEESEL TRANSP CORP (B2192","STEM INSTITUTE OF MANHATTAN","240 W 113 St","Elementary School - Public","NYC DOE"
1226328,03279,"Special Ed PM Run",1405,"Heavy Traffic","","4/4/17 7:30",Bronx,"G.V.C., LTD.","OPPORTUNITY CHARTER SCHOOL","240 W 113 St","Junior/Senior High School - Public Charter","NYC DOE"
1226181,03208,"Special Ed AM Run",42129,"Mechanical Problem",40,"4/4/17 8:21",Manhattan,"FIRST STEPS TRANSP INC. (","PS 208 ALAIN L LOCKE","21 W 111 St","Elementary School - Public","NYC DOE"
1225841,03420,"Special Ed AM Run",1454,"Heavy Traffic",75,"4/5/17 7:12",Westchester,"THOMAS BUSES INC (B2192)","STEM INSTITUTE OF MANHATTAN","240 W 113 St","Elementary School - Public","NYC DOE"
1225821,03279,"Special Ed AM Run",14102,"Heavy Traffic",45,"4/5/17 7:16",Bronx,"PIONEER TRANSPORTATION CO","OPPORTUNITY CHARTER SCHOOL","240 W 113 St","Junior/Senior High School - Public Charter","NYC DOE"
1225593,03208,"Special Ed AM Run",19212,"Heavy Traffic","","4/5/17 21:28",Queens,"PRIDE TRANSPORTATION (SCH","PS 208 ALAIN L LOCKE","21 W 111 St","Elementary School - Public","NYC DOE"
1225512,03279,"Special Ed AM Run",1422,"Heavy Traffic",20,"4/5/17 14:15",Bronx,"BOBBY`S BUS CO. INC.","OPPORTUNITY CHARTER SCHOOL","240 W 113 St","Junior/Senior High School - Public Charter","NYC DOE"
1225461,03279,"Special Ed AM Run",14102,"Heavy Traffic",20,"4/6/17 6:07",Manhattan,"LEESEL TRANSP CORP (B2192","OPPORTUNITY CHARTER SCHOOL","240 W 113 St","Junior/Senior High School - Public Charter","NYC DOE"
1225036,03420,"Special Ed AM Run",1436,"Heavy Traffic",20,"4/6/17 13:45",Manhattan,"LEESEL TRANSP CORP (B2192","STEM INSTITUTE OF MANHATTAN","240 W 113 St","Elementary School - Public","NYC DOE"
1225032,03279,"Special Ed AM Run",14102,"Heavy Traffic",45,"4/6/17 13:49",Queens,"JOFAZ TRANSPORTATION INC.","OPPORTUNITY CHARTER SCHOOL","240 W 113 St","Junior/Senior High School - Public Charter","NYC DOE"
1224846,03208,"Special Ed AM Run",2564,"Heavy Traffic",20,"4/7/17 6:29",Manhattan,"LEESEL TRANSP CORP (B2192","PS 208 ALAIN L LOCKE","21 W 111 St","Elementary School - Public","NYC DOE"
1224754,03279,"Special Ed AM Run",1428,"Heavy Traffic",30,"4/7/17 7:06",Brooklyn,"NEW DAWN TRANSIT, LLC (B2","OPPORTUNITY CHARTER SCHOOL","240 W 113 St","Junior/Senior High School - Public Charter","NYC DOE"
1224693,03420,"Special Ed AM Run",1454,"Heavy Traffic",20,"4/7/17 7:33",Brooklyn,"BORO TRANSIT, INC.","STEM INSTITUTE OF MANHATTAN","240 W 113 St","Elementary School - Public","NYC DOE"
1224667,03279,"Special Ed AM Run",14102,"Heavy Traffic",20,"4/7/17 7:53",Brooklyn,"FIRST STEPS","OPPORTUNITY CHARTER SCHOOL","240 W 113 St","Junior/Senior High School - Public Charter","NYC DOE"
1224338,03279,"Special Ed AM Run",8013,"Heavy Traffic","","4/19/17 6:28",Bronx,"LITTLE RICHIE BUS SERVICE","OPPORTUNITY CHARTER SCHOOL","240 W 113 St","Junior/Senior High School - Public Charter","NYC DOE"
1224251,03420,"Special Ed AM Run",1454,"Heavy Traffic",30,"4/19/17 7:00",Brooklyn,"B & F SKILLED INC.(B2192)","STEM INSTITUTE OF MANHATTAN","240 W 113 St","Elementary School - Public","NYC DOE"
1224239,03279,"Special Ed AM Run",14102,"Heavy Traffic",35,"4/19/17 7:03",Queens,"LORISSA BUS SERVICE INC.","OPPORTUNITY CHARTER SCHOOL","240 W 113 St","Junior/Senior High School - Public Charter","NYC DOE"
